4672;87528;shrug;"1) пожимание (плечами)  2) пожимать (плечами; (тж.) shrug one's shoulders)  3) (ам.) дергать, тащить, тянуть  4) (ам.) жакетик-болеро"
9281;92323;stellar;1) звездный, относящийся к звездам  2) звездчатый, звездообразный (особ. о кристаллах)  3) (ам.) выдающийся, знаменитый
2395;36171;flatiron;утюг
6326;89256;smoothing-iron;(портновский) утюг
